Gene.name.human,Gene.stable.ID.human,Gene.description.human,Chromosome.scaffold.name.human,Gene.start..bp.human,Gene.end..bp.human,Strand.human,homology.type,orthology.confidence..0.low..1.high.,Gene.name.zebrafish,Gene.stable.ID.zebrafish,Gene.description.zebrafish,Chromosome.scaffold.name.zebrafish,Gene.start..bp.zebrafish,Gene.end..bp.zebrafish,Strand.zebrafish
BIRC7,ENSG00000101197,baculoviral IAP repeat containing 7 [Source:HGNC Symbol;Acc:HGNC:13702],20,63235883,63240495,1,ortholog_one2one,1,birc7,ENSDARG00000058082,baculoviral IAP repeat containing 7 [Source:ZFIN;Acc:ZDB-GENE-070615-35],23,14217508,14230506,1
POLDIP3,ENSG00000100227,DNA polymerase delta interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:23782],22,42583721,42614962,-1,ortholog_one2one,1,poldip3,ENSDARG00000099375,"polymerase (DNA-directed), delta interacting protein 3 [Source:ZFIN;Acc:ZDB-GENE-120201-2]",3,1209006,1218227,1
XRCC6,ENSG00000196419,X-ray repair cross complementing 6 [Source:HGNC Symbol;Acc:HGNC:4055],22,41621163,41664048,1,ortholog_one2one,1,xrcc6,ENSDARG00000071551,X-ray repair complementing defective repair in Chinese hamster cells 6 [Source:ZFIN;Acc:ZDB-GENE-030131-6420],12,18899396,18904360,1
RNF20,ENSG00000155827,ring finger protein 20 [Source:HGNC Symbol;Acc:HGNC:10062],9,101533853,101563344,1,ortholog_one2one,1,rnf20,ENSDARG00000016664,"ring finger protein 20, E3 ubiquitin protein ligase [Source:ZFIN;Acc:ZDB-GENE-130404-2]",14,21065434,21098343,-1
PGBD5,ENSG00000177614,piggyBac transposable element derived 5 [Source:HGNC Symbol;Acc:HGNC:19405],1,230314490,230426332,-1,ortholog_one2one,1,pgbd5,ENSDARG00000011042,piggyBac transposable element derived 5 [Source:ZFIN;Acc:ZDB-GENE-040724-229],13,24022963,24056275,1
DCLK3,ENSG00000163673,doublecortin like kinase 3 [Source:HGNC Symbol;Acc:HGNC:19005],3,36712421,36764553,-1,ortholog_one2one,1,dclk3,ENSDARG00000078997,doublecortin-like kinase 3 [Source:ZFIN;Acc:ZDB-GENE-081104-224],19,42938754,42945965,-1
ICMT,ENSG00000116237,isoprenylcysteine carboxyl methyltransferase [Source:HGNC Symbol;Acc:HGNC:5350],1,6221193,6235972,-1,ortholog_one2one,1,icmt,ENSDARG00000020241,isoprenylcysteine carboxyl methyltransferase [Source:ZFIN;Acc:ZDB-GENE-050417-90],23,21492151,21498974,1
M6PR,ENSG00000003056,"mannose-6-phosphate receptor, cation dependent [Source:HGNC Symbol;Acc:HGNC:6752]",12,8940361,8949761,-1,ortholog_one2one,1,m6pr,ENSDARG00000018432,mannose-6-phosphate receptor (cation dependent) [Source:ZFIN;Acc:ZDB-GENE-040426-2285],16,17578607,17586883,-1
GDI2,ENSG00000057608,GDP dissociation inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:4227],10,5765223,5842132,-1,ortholog_one2one,1,gdi2,ENSDARG00000005451,GDP dissociation inhibitor 2 [Source:ZFIN;Acc:ZDB-GENE-030131-2485],4,11464255,11477630,1
NTMT2,ENSG00000203740,N-terminal Xaa-Pro-Lys N-methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:31932],1,170145959,170168866,1,ortholog_one2one,1,mettl11b,ENSDARG00000042033,methyltransferase like 11B [Source:NCBI gene;Acc:568419],20,34455645,34466483,1
HEXB,ENSG00000049860,hexosaminidase subunit beta [Source:HGNC Symbol;Acc:HGNC:4879],5,74640023,74722647,1,ortholog_one2one,1,hexb,ENSDARG00000034368,hexosaminidase B (beta polypeptide) [Source:ZFIN;Acc:ZDB-GENE-030131-2333],5,34600714,34616599,-1
CBL,ENSG00000110395,Cbl proto-oncogene [Source:HGNC Symbol;Acc:HGNC:1541],11,119206298,119313926,1,ortholog_one2one,1,cbl,ENSDARG00000009958,"Cbl proto-oncogene, E3 ubiquitin protein ligase [Source:ZFIN;Acc:ZDB-GENE-041114-207]",15,23208042,23265405,1
TMEM181,ENSG00000146433,transmembrane protein 181 [Source:HGNC Symbol;Acc:HGNC:20958],6,158536436,158635429,1,ortholog_one2one,1,tmem181,ENSDARG00000045910,transmembrane protein 181 [Source:ZFIN;Acc:ZDB-GENE-060503-309],4,357810,386168,1
LRRC38,ENSG00000162494,leucine rich repeat containing 38 [Source:HGNC Symbol;Acc:HGNC:27005],1,13474973,13514003,-1,ortholog_one2one,1,lrrc38a,ENSDARG00000075147,leucine rich repeat containing 38a [Source:ZFIN;Acc:ZDB-GENE-080327-12],23,21775436,21797517,-1
FOXF1,ENSG00000103241,forkhead box F1 [Source:HGNC Symbol;Acc:HGNC:3809],16,86510527,86515422,1,ortholog_one2one,1,foxf1,ENSDARG00000015399,forkhead box F1 [Source:NCBI gene;Acc:566407],18,30847237,30850365,1
COG6,ENSG00000133103,component of oligomeric golgi complex 6 [Source:HGNC Symbol;Acc:HGNC:18621],13,39655627,39791665,1,ortholog_one2one,1,cog6,ENSDARG00000103149,component of oligomeric golgi complex 6 [Source:ZFIN;Acc:ZDB-GENE-040426-909],15,3454529,3534705,-1
HIBADH,ENSG00000106049,3-hydroxyisobutyrate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4907],7,27525442,27662883,-1,ortholog_one2one,1,hibadhb,ENSDARG00000007959,3-hydroxyisobutyrate dehydrogenase b [Source:ZFIN;Acc:ZDB-GENE-040426-1582],16,20871015,20889516,1
ARHGEF3,ENSG00000163947,Rho guanine nucleotide exchange factor 3 [Source:HGNC Symbol;Acc:HGNC:683],3,56727418,57079329,-1,ortholog_one2one,1,arhgef3,ENSDARG00000013834,Rho guanine nucleotide exchange factor (GEF) 3 [Source:ZFIN;Acc:ZDB-GENE-050208-773],22,38968246,38993218,1
CCN5,ENSG00000064205,cellular communication network factor 5 [Source:HGNC Symbol;Acc:HGNC:12770],20,44714844,44728509,1,ortholog_one2one,1,ccn5,ENSDARG00000077882,cellular communication network factor 5 [Source:ZFIN;Acc:ZDB-GENE-060223-1],23,25993686,26003858,1
AMPD1,ENSG00000116748,adenosine monophosphate deaminase 1 [Source:HGNC Symbol;Acc:HGNC:468],1,114673090,114695618,-1,ortholog_one2one,1,ampd1,ENSDARG00000033832,adenosine monophosphate deaminase 1 (isoform M) [Source:ZFIN;Acc:ZDB-GENE-040426-1906],8,11080571,11112058,-1
ESRP2,ENSG00000103067,epithelial splicing regulatory protein 2 [Source:HGNC Symbol;Acc:HGNC:26152],16,68229033,68238102,-1,ortholog_one2one,1,esrp2,ENSDARG00000018814,epithelial splicing regulatory protein 2 [Source:NCBI gene;Acc:572992],7,34794829,34821836,1
LHX2,ENSG00000106689,LIM homeobox 2 [Source:HGNC Symbol;Acc:HGNC:6594],9,124001670,124033301,1,ortholog_one2one,1,lhx2b,ENSDARG00000031222,LIM homeobox 2b [Source:ZFIN;Acc:ZDB-GENE-051220-1],8,3085120,3101392,1
EVA1C,ENSG00000166979,eva-1 homolog C [Source:HGNC Symbol;Acc:HGNC:13239],21,32412006,32515397,1,ortholog_one2one,1,eva1c,ENSDARG00000056024,eva-1 homolog C (C. elegans) [Source:ZFIN;Acc:ZDB-GENE-091204-329],10,33580285,33588310,-1
SCUBE1,ENSG00000159307,"signal peptide, CUB domain and EGF like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:13441]",22,43197280,43343372,-1,ortholog_one2one,1,scube1,ENSDARG00000063097,"signal peptide, CUB domain, EGF-like 1 [Source:ZFIN;Acc:ZDB-GENE-050302-78]",4,8906893,9008851,-1
CEP104,ENSG00000116198,centrosomal protein 104 [Source:HGNC Symbol;Acc:HGNC:24866],1,3812086,3857396,-1,ortholog_one2one,1,cep104,ENSDARG00000060361,centrosomal protein 104 [Source:ZFIN;Acc:ZDB-GENE-060503-195],8,22297813,22326744,-1
C4orf33,ENSG00000151470,chromosome 4 open reading frame 33 [Source:HGNC Symbol;Acc:HGNC:27025],4,129093317,129116640,1,ortholog_one2one,1,C1H4orf33,ENSDARG00000017985,zgc:77739 [Source:NCBI gene;Acc:393870],1,12394205,12400783,1
DAPK1,ENSG00000196730,death associated protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:2674],9,87497228,87708634,1,ortholog_one2one,1,dapk1,ENSDARG00000060093,death-associated protein kinase 1 [Source:ZFIN;Acc:ZDB-GENE-060526-177],5,44654535,44795906,1
HYOU1,ENSG00000149428,hypoxia up-regulated 1 [Source:HGNC Symbol;Acc:HGNC:16931],11,119044188,119057227,-1,ortholog_one2one,1,hyou1,ENSDARG00000013670,hypoxia up-regulated 1 [Source:NCBI gene;Acc:327133],10,29770120,29791466,1
DDX42,ENSG00000198231,DEAD-box helicase 42 [Source:HGNC Symbol;Acc:HGNC:18676],17,63773603,63819317,1,ortholog_one2one,1,ddx42,ENSDARG00000037928,DEAD (Asp-Glu-Ala-Asp) box helicase 42 [Source:ZFIN;Acc:ZDB-GENE-050706-53],3,31879442,31893008,-1
FAIM2,ENSG00000135472,Fas apoptotic inhibitory molecule 2 [Source:HGNC Symbol;Acc:HGNC:17067],12,49866896,49904217,-1,ortholog_one2one,1,faim2b,ENSDARG00000105362,Fas apoptotic inhibitory molecule 2b [Source:ZFIN;Acc:ZDB-GENE-120426-3],11,1925804,1935883,-1
SPATA5L1,ENSG00000171763,spermatogenesis associated 5 like 1 [Source:HGNC Symbol;Acc:HGNC:28762],15,45402336,45421415,1,ortholog_one2one,1,spata5l1,ENSDARG00000061763,spermatogenesis associated 5-like 1 [Source:ZFIN;Acc:ZDB-GENE-060929-204],18,5530083,5542351,-1
MAB21L2,ENSG00000181541,mab-21 like 2 [Source:HGNC Symbol;Acc:HGNC:6758],4,150582151,150584693,1,ortholog_one2one,1,mab21l2,ENSDARG00000015266,mab-21-like 2 [Source:NCBI gene;Acc:117234],1,24076243,24078099,1
BACE2,ENSG00000182240,beta-secretase 2 [Source:HGNC Symbol;Acc:HGNC:934],21,41167801,41282530,1,ortholog_one2one,1,bace2,ENSDARG00000044781,beta-secretase 2 [Source:ZFIN;Acc:ZDB-GENE-041010-68],15,6459847,6493615,1
TAB3,ENSG00000157625,TGF-beta activated kinase 1 (MAP3K7) binding protein 3 [Source:HGNC Symbol;Acc:HGNC:30681],X,30827442,30975084,-1,ortholog_one2one,1,tab3,ENSDARG00000062063,TGF-beta activated kinase 1 (MAP3K7) binding protein 3 [Source:ZFIN;Acc:ZDB-GENE-060503-408],8,18545185,18562979,1
HPSE,ENSG00000173083,heparanase [Source:HGNC Symbol;Acc:HGNC:5164],4,83292461,83335153,-1,ortholog_one2one,1,hpse,ENSDARG00000063634,heparanase [Source:ZFIN;Acc:ZDB-GENE-041111-200],21,19345558,19364352,1
SARM1,ENSG00000004139,sterile alpha and TIR motif containing 1 [Source:HGNC Symbol;Acc:HGNC:17074],17,28364356,28404049,1,ortholog_one2one,1,sarm1,ENSDARG00000010610,sterile alpha and TIR motif containing 1 [Source:ZFIN;Acc:ZDB-GENE-040219-1],15,28188362,28200049,-1
INTS12,ENSG00000138785,integrator complex subunit 12 [Source:HGNC Symbol;Acc:HGNC:25067],4,105682627,105895986,-1,ortholog_one2one,1,ints12,ENSDARG00000091678,integrator complex subunit 12 [Source:NCBI gene;Acc:415251],1,26438597,26444075,-1
SLC7A6,ENSG00000103064,solute carrier family 7 member 6 [Source:HGNC Symbol;Acc:HGNC:11064],16,68264516,68301823,1,ortholog_one2one,1,slc7a6,ENSDARG00000054423,solute carrier family 7 member 6 [Source:NCBI gene;Acc:57957],7,28623294,28647959,-1
EXO5,ENSG00000164002,exonuclease 5 [Source:HGNC Symbol;Acc:HGNC:26115],1,40508741,40516038,1,ortholog_one2one,1,exo5,ENSDARG00000042727,exonuclease 5 [Source:NCBI gene;Acc:641427],15,25084821,25094026,-1
SLC5A2,ENSG00000140675,solute carrier family 5 member 2 [Source:HGNC Symbol;Acc:HGNC:11037],16,31483002,31490860,1,ortholog_one2one,1,slc5a2,ENSDARG00000100919,solute carrier family 5 member 2 [Source:ZFIN;Acc:ZDB-GENE-040426-2498],15,14602520,14625373,-1
TRMT10A,ENSG00000145331,tRNA methyltransferase 10A [Source:HGNC Symbol;Acc:HGNC:28403],4,99546709,99564039,-1,ortholog_one2one,1,trmt10a,ENSDARG00000036678,tRNA methyltransferase 10A [Source:ZFIN;Acc:ZDB-GENE-130530-594],7,18702534,18712554,-1
NEXN,ENSG00000162614,nexilin F-actin binding protein [Source:HGNC Symbol;Acc:HGNC:29557],1,77888513,77943895,1,ortholog_one2one,1,nexn,ENSDARG00000057317,nexilin (F actin binding protein) [Source:ZFIN;Acc:ZDB-GENE-041114-92],8,18515711,18537882,-1
CRACD,ENSG00000109265,capping protein inhibiting regulator of actin dynamics [Source:HGNC Symbol;Acc:HGNC:29219],4,56049098,56330609,1,ortholog_one2one,1,CRACD,ENSDARG00000011602,si:dkeyp-117h8.2 [Source:NCBI gene;Acc:570321],20,25659839,25709349,-1
MAP2K7,ENSG00000076984,mitogen-activated protein kinase kinase 7 [Source:HGNC Symbol;Acc:HGNC:6847],19,7903843,7914478,1,ortholog_one2one,1,map2k7,ENSDARG00000008279,mitogen-activated protein kinase kinase 7 [Source:ZFIN;Acc:ZDB-GENE-090312-186],1,45839927,45856178,1
CLDN19,ENSG00000164007,claudin 19 [Source:HGNC Symbol;Acc:HGNC:2040],1,42733093,42740254,-1,ortholog_one2one,1,cldn19,ENSDARG00000044569,claudin 19 [Source:ZFIN;Acc:ZDB-GENE-050417-242],11,39013763,39044595,-1
EBNA1BP2,ENSG00000117395,EBNA1 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15531],1,43164175,43270936,-1,ortholog_one2one,1,ebna1bp2,ENSDARG00000054980,EBNA1 binding protein 2 [Source:ZFIN;Acc:ZDB-GENE-030131-6989],2,13694450,13721149,1
UXS1,ENSG00000115652,UDP-glucuronate decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:17729],2,106093308,106194301,-1,ortholog_one2one,1,uxs1,ENSDARG00000056102,UDP-glucuronate decarboxylase 1 [Source:NCBI gene;Acc:192315],9,6255682,6370693,1
FBP2,ENSG00000130957,fructose-bisphosphatase 2 [Source:HGNC Symbol;Acc:HGNC:3607],9,94558720,94593824,-1,ortholog_one2one,1,fbp2,ENSDARG00000012366,"fructose-1,6-bisphosphatase 2 [Source:ZFIN;Acc:ZDB-GENE-040822-23]",5,44814064,44829719,-1
SEMA6D,ENSG00000137872,semaphorin 6D [Source:HGNC Symbol;Acc:HGNC:16770],15,47184101,47774228,1,ortholog_one2one,1,sema6dl,ENSDARG00000011533,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D, like [Source:ZFIN;Acc:ZDB-GENE-050417-171]",18,40354998,40387862,1
SLC66A1,ENSG00000040487,solute carrier family 66 member 1 [Source:HGNC Symbol;Acc:HGNC:26001],1,19312326,19329300,1,ortholog_one2one,1,slc66a1,ENSDARG00000043624,solute carrier family 66 member 1 [Source:ZFIN;Acc:ZDB-GENE-050306-4],8,10937523,10949847,-1
TMEM251,ENSG00000153485,transmembrane protein 251 [Source:HGNC Symbol;Acc:HGNC:20218],14,93184951,93188463,1,ortholog_one2one,1,tmem251,ENSDARG00000042341,transmembrane protein 251 [Source:NCBI gene;Acc:619265],20,27087539,27090853,1
IL10,ENSG00000136634,interleukin 10 [Source:HGNC Symbol;Acc:HGNC:5962],1,206767602,206774541,-1,ortholog_one2one,1,il10,ENSDARG00000078147,interleukin 10 [Source:ZFIN;Acc:ZDB-GENE-051111-1],11,21137948,21139503,1
UQCRC2,ENSG00000140740,ubiquinol-cytochrome c reductase core protein 2 [Source:HGNC Symbol;Acc:HGNC:12586],16,21953288,21983660,1,ortholog_one2one,1,uqcrc2b,ENSDARG00000071691,ubiquinol-cytochrome c reductase core protein 2b [Source:ZFIN;Acc:ZDB-GENE-030131-1269],12,10424676,10441661,-1
ATOH1,ENSG00000172238,atonal bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:797],4,93828753,93830964,1,ortholog_one2one,1,atoh1a,ENSDARG00000055294,atonal bHLH transcription factor 1a [Source:ZFIN;Acc:ZDB-GENE-990415-17],8,29593986,29595615,1
ZNF76,ENSG00000065029,zinc finger protein 76 [Source:HGNC Symbol;Acc:HGNC:13149],6,35258909,35295985,1,ortholog_one2one,1,znf76,ENSDARG00000013279,zinc finger protein 76 [Source:ZFIN;Acc:ZDB-GENE-061027-379],22,737211,753392,1
YIPF1,ENSG00000058799,Yip1 domain family member 1 [Source:HGNC Symbol;Acc:HGNC:25231],1,53851719,53889798,-1,ortholog_one2one,1,yipf1,ENSDARG00000014474,"Yip1 domain family, member 1 [Source:ZFIN;Acc:ZDB-GENE-040822-35]",2,26598801,26604318,-1
RFX6,ENSG00000185002,regulatory factor X6 [Source:HGNC Symbol;Acc:HGNC:21478],6,116877212,116932161,1,ortholog_one2one,1,rfx6,ENSDARG00000041702,"regulatory factor X, 6 [Source:NCBI gene;Acc:556925]",20,42506612,42534504,-1
BCKDK,ENSG00000103507,branched chain keto acid dehydrogenase kinase [Source:HGNC Symbol;Acc:HGNC:16902],16,31106107,31112791,1,ortholog_one2one,1,bckdk,ENSDARG00000016904,branched chain ketoacid dehydrogenase kinase [Source:ZFIN;Acc:ZDB-GENE-021204-1],5,61508418,61554010,1
RFNG,ENSG00000169733,RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:9974],17,82047902,82051831,-1,ortholog_one2one,1,rfng,ENSDARG00000019746,RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase [Source:NCBI gene;Acc:414848],12,3054442,3077395,-1
SEC23A,ENSG00000100934,"SEC23 homolog A, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10701]",14,39031919,39109646,-1,ortholog_one2one,1,sec23a,ENSDARG00000104230,"Sec23 homolog A, coat complex II component [Source:NCBI gene;Acc:406774]",17,10090638,10145432,1
SLC38A7,ENSG00000103042,solute carrier family 38 member 7 [Source:HGNC Symbol;Acc:HGNC:25582],16,58665109,58684770,-1,ortholog_one2one,1,slc38a7,ENSDARG00000012002,solute carrier family 38 member 7 [Source:NCBI gene;Acc:445254],7,51795667,51816589,1
AGBL5,ENSG00000084693,AGBL carboxypeptidase 5 [Source:HGNC Symbol;Acc:HGNC:26147],2,27042364,27070622,1,ortholog_one2one,1,agbl5,ENSDARG00000045900,ATP/GTP binding protein-like 5 [Source:NCBI gene;Acc:445479],4,737539,760560,-1
EI24,ENSG00000149547,EI24 autophagy associated transmembrane protein [Source:HGNC Symbol;Acc:HGNC:13276],11,125569280,125584684,1,ortholog_one2one,1,ei24,ENSDARG00000053840,EI24 autophagy associated transmembrane protein [Source:ZFIN;Acc:ZDB-GENE-050417-457],10,39199547,39207900,1
SLC45A3,ENSG00000158715,solute carrier family 45 member 3 [Source:HGNC Symbol;Acc:HGNC:8642],1,205657851,205680509,-1,ortholog_one2one,1,slc45a3,ENSDARG00000075975,solute carrier family 45 member 3 [Source:ZFIN;Acc:ZDB-GENE-070509-3],11,38517255,38533505,-1
PTDSS2,ENSG00000174915,phosphatidylserine synthase 2 [Source:HGNC Symbol;Acc:HGNC:15463],11,448268,491399,1,ortholog_one2one,1,ptdss2,ENSDARG00000101018,phosphatidylserine synthase 2 [Source:NCBI gene;Acc:100004136],25,7532627,7564696,1
RIT1,ENSG00000143622,Ras like without CAAX 1 [Source:HGNC Symbol;Acc:HGNC:10023],1,155897808,155911404,-1,ortholog_one2one,1,rit1,ENSDARG00000069150,Ras-like without CAAX 1 [Source:ZFIN;Acc:ZDB-GENE-070912-329],19,24039830,24065522,1
NSA2,ENSG00000164346,NSA2 ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:30728],5,74766991,74780113,1,ortholog_one2one,1,nsa2,ENSDARG00000007708,NSA2 ribosome biogenesis homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-030131-488],21,3789839,3796461,-1
RER1,ENSG00000157916,retention in endoplasmic reticulum sorting receptor 1 [Source:HGNC Symbol;Acc:HGNC:30309],1,2391775,2405442,1,ortholog_one2one,1,rer1,ENSDARG00000012747,retention in endoplasmic reticulum sorting receptor 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1494],8,48942470,48961405,1
POU1F1,ENSG00000064835,POU class 1 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9210],3,87259404,87276584,-1,ortholog_one2one,1,pou1f1,ENSDARG00000058924,POU class 1 homeobox 1 [Source:ZFIN;Acc:ZDB-GENE-040630-7],9,19132885,19161982,-1
MFAP1,ENSG00000140259,microfibril associated protein 1 [Source:HGNC Symbol;Acc:HGNC:7032],15,43804492,43824690,-1,ortholog_one2one,1,mfap1,ENSDARG00000018241,microfibril associated protein 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1075],7,50399627,50407729,1
PPP1R11,ENSG00000204619,protein phosphatase 1 regulatory inhibitor subunit 11 [Source:HGNC Symbol;Acc:HGNC:9285],6,30066709,30070333,1,ortholog_one2one,1,ppp1r11,ENSDARG00000036063,"protein phosphatase 1, regulatory (inhibitor) subunit 11 [Source:NCBI gene;Acc:550290]",19,27448625,27453644,1
CAT,ENSG00000121691,catalase [Source:HGNC Symbol;Acc:HGNC:1516],11,34438934,34472060,1,ortholog_one2one,1,cat,ENSDARG00000104702,catalase [Source:NCBI gene;Acc:30068],25,7492663,7504554,1
AP4B1,ENSG00000134262,adaptor related protein complex 4 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:572],1,113894194,113905201,-1,ortholog_one2one,1,ap4b1,ENSDARG00000013726,adaptor related protein complex 4 subunit beta 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1284],23,354418,367693,1
SEC24B,ENSG00000138802,"SEC24 homolog B, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10704]",4,109433772,109540896,1,ortholog_one2one,1,sec24b,ENSDARG00000071906,"SEC24 homolog B, COPII coat complex component [Source:ZFIN;Acc:ZDB-GENE-030131-6565]",14,1124409,1162740,1
SHC1,ENSG00000160691,SHC adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:10840],1,154962298,154974395,-1,ortholog_one2one,1,shc1,ENSDARG00000075437,SHC (Src homology 2 domain containing) transforming protein 1 [Source:ZFIN;Acc:ZDB-GENE-030131-2538],16,22781854,22863603,-1
KATNBL1,ENSG00000134152,katanin regulatory subunit B1 like 1 [Source:HGNC Symbol;Acc:HGNC:26199],15,34140674,34210096,-1,ortholog_one2one,1,katnbl1,ENSDARG00000042522,katanin p80 subunit B-like 1 [Source:ZFIN;Acc:ZDB-GENE-030131-4155],20,29209615,29216236,1
FBXO22,ENSG00000167196,F-box protein 22 [Source:HGNC Symbol;Acc:HGNC:13593],15,75903876,75942511,1,ortholog_one2one,1,fbxo22,ENSDARG00000053505,F-box protein 22 [Source:ZFIN;Acc:ZDB-GENE-040724-68],7,29962559,29970437,1
DDA1,ENSG00000130311,DET1 and DDB1 associated 1 [Source:HGNC Symbol;Acc:HGNC:28360],19,17309518,17323298,1,ortholog_one2one,1,dda1,ENSDARG00000076074,DET1 and DDB1 associated 1 [Source:NCBI gene;Acc:796589],11,5945186,5953648,-1
CYB5R2,ENSG00000166394,cytochrome b5 reductase 2 [Source:HGNC Symbol;Acc:HGNC:24376],11,7665100,7677222,-1,ortholog_one2one,1,cyb5r2,ENSDARG00000051925,cytochrome b5 reductase 2 [Source:NCBI gene;Acc:751641],25,16044734,16057539,-1
ADAM22,ENSG00000008277,ADAM metallopeptidase domain 22 [Source:HGNC Symbol;Acc:HGNC:201],7,87934143,88202889,1,ortholog_one2one,1,adam22,ENSDARG00000060532,ADAM metallopeptidase domain 22 [Source:ZFIN;Acc:ZDB-GENE-070810-1],16,43152727,43284939,1
VPS25,ENSG00000131475,vacuolar protein sorting 25 homolog [Source:HGNC Symbol;Acc:HGNC:28122],17,42773449,42779599,1,ortholog_one2one,1,vps25,ENSDARG00000059079,vacuolar protein sorting 25 homolog [Source:NCBI gene;Acc:407684],12,3714076,3721957,-1
VAX2,ENSG00000116035,ventral anterior homeobox 2 [Source:HGNC Symbol;Acc:HGNC:12661],2,70900576,70965373,1,ortholog_one2one,1,vax2,ENSDARG00000058702,ventral anterior homeobox 2 [Source:NCBI gene;Acc:373869],7,8844285,8881514,-1
AFDN,ENSG00000130396,"afadin, adherens junction formation factor [Source:HGNC Symbol;Acc:HGNC:7137]",6,167826911,167972023,1,ortholog_one2one,1,afdna,ENSDARG00000029472,"afadin, adherens junction formation factor a [Source:ZFIN;Acc:ZDB-GENE-050419-52]",20,43120132,43353097,-1
TSPAN33,ENSG00000158457,tetraspanin 33 [Source:HGNC Symbol;Acc:HGNC:28743],7,129144707,129169699,1,ortholog_one2one,1,tspan33a,ENSDARG00000004497,tetraspanin 33a [Source:NCBI gene;Acc:436890],4,14957360,14968641,1
STRIP1,ENSG00000143093,striatin interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:25916],1,110031577,110074641,1,ortholog_one2one,1,strip1,ENSDARG00000074084,striatin interacting protein 1 [Source:NCBI gene;Acc:568805],22,9522971,9538071,1
UBE2M,ENSG00000130725,ubiquitin conjugating enzyme E2 M [Source:HGNC Symbol;Acc:HGNC:12491],19,58555712,58558954,-1,ortholog_one2one,1,UBE2M,ENSDARG00000101521,si:ch1073-205c8.3 [Source:ZFIN;Acc:ZDB-GENE-030131-1059],19,48018464,48023442,1
LRRC42,ENSG00000116212,leucine rich repeat containing 42 [Source:HGNC Symbol;Acc:HGNC:28792],1,53946085,53968168,1,ortholog_one2one,1,lrrc42,ENSDARG00000030591,leucine rich repeat containing 42 [Source:NCBI gene;Acc:326793],2,26604773,26611033,1
PROX1,ENSG00000117707,prospero homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9459],1,213983181,214041510,1,ortholog_one2one,1,prox1a,ENSDARG00000055158,prospero homeobox 1a [Source:ZFIN;Acc:ZDB-GENE-980526-397],17,32822588,32865788,-1
LHX4,ENSG00000121454,LIM homeobox 4 [Source:HGNC Symbol;Acc:HGNC:21734],1,180230264,180278984,1,ortholog_one2one,1,lhx4,ENSDARG00000039458,LIM homeobox 4 [Source:ZFIN;Acc:ZDB-GENE-060728-1],8,14453933,14484599,-1
RFC1,ENSG00000035928,replication factor C subunit 1 [Source:HGNC Symbol;Acc:HGNC:9969],4,39287456,39366375,-1,ortholog_one2one,1,rfc1,ENSDARG00000054799,replication factor C (activator 1) 1 [Source:ZFIN;Acc:ZDB-GENE-070410-99],1,23243093,23274038,-1
DCST2,ENSG00000163354,DC-STAMP domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26562],1,155018520,155033781,-1,ortholog_one2one,1,dcst2,ENSDARG00000088693,DC-STAMP domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-070809-6],16,28727383,28754071,1
CTNNAL1,ENSG00000119326,catenin alpha like 1 [Source:HGNC Symbol;Acc:HGNC:2512],9,108942569,109013522,-1,ortholog_one2one,1,ctnnal1,ENSDARG00000018162,"catenin (cadherin-associated protein), alpha-like 1 [Source:ZFIN;Acc:ZDB-GENE-060503-507]",19,34751687,34873566,-1
RPS3A,ENSG00000145425,ribosomal protein S3A [Source:HGNC Symbol;Acc:HGNC:10421],4,151099624,151104642,1,ortholog_one2one,1,rps3a,ENSDARG00000035692,ribosomal protein S3A [Source:NCBI gene;Acc:337240],1,24355515,24359653,1
