Gene.name.mouse,Gene.stable.mouse,Gene.description.mouse,Chromosome.scaffold.name.mouse,Gene.start..bp.mouse,Gene.end..bp.mouse,Strand.mouse,homology.type,orthology.confidence..0.low..1.high,Gene.name.zebrafish,Gene.stable.ID.zebrafish,Gene.description.zebrafish,Chromosome.scaffold.name.zebrafish,Gene.start..bp.zebrafish,Gene.end..bp.zebrafish,Strand.zebrafish
Rab3c,ENSMUSG00000021700,"RAB3C, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1914545]",13,110190721,110417530,-1,ortholog_one2one,1,rab3c,ENSDARG00000014462,"RAB3C, member RAS oncogene family [Source:ZFIN;Acc:ZDB-GENE-040718-263]",8,17055292,17067364,-1
Ddx1,ENSMUSG00000037149,DEAD box helicase 1 [Source:MGI Symbol;Acc:MGI:2144727],12,13266974,13299214,-1,ortholog_one2one,1,ddx1,ENSDARG00000032117,DEAD (Asp-Glu-Ala-Asp) box helicase 1 [Source:ZFIN;Acc:ZDB-GENE-041001-215],20,33175190,33189652,1
D430041D05Rik,ENSMUSG00000068373,RIKEN cDNA D430041D05 gene [Source:MGI Symbol;Acc:MGI:2181743],2,103973418,104241358,-1,ortholog_one2one,1,kiaa1549la,ENSDARG00000062477,KIAA1549-like a [Source:ZFIN;Acc:ZDB-GENE-061207-55],25,15354095,15482419,1
B3gat2,ENSMUSG00000026156,"beta-1,3-glucuronyltransferase 2 (glucuronosyltransferase S) [Source:MGI Symbol;Acc:MGI:2389490]",1,23800834,23888239,1,ortholog_one2one,1,b3gat2,ENSDARG00000030733,"beta-1,3-glucuronyltransferase 2 (glucuronosyltransferase S) [Source:ZFIN;Acc:ZDB-GENE-040801-191]",13,27951688,28009574,1
Chst7,ENSMUSG00000037347,carbohydrate (N-acetylglucosamino) sulfotransferase 7 [Source:MGI Symbol;Acc:MGI:1891767],X,19925799,19963760,1,ortholog_one2one,1,chst7,ENSDARG00000044341,carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 7 [Source:ZFIN;Acc:ZDB-GENE-131121-150],6,37603968,37622576,-1
Wrnip1,ENSMUSG00000021400,Werner helicase interacting protein 1 [Source:MGI Symbol;Acc:MGI:1926153],13,32986021,33006592,1,ortholog_one2one,1,wrnip1,ENSDARG00000005218,WRN helicase interacting protein 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2415],2,374365,389867,-1
Nkx2-3,ENSMUSG00000044220,NK2 homeobox 3 [Source:MGI Symbol;Acc:MGI:97348],19,43600764,43604331,1,ortholog_one2one,1,nkx2.3,ENSDARG00000039095,NK2 homeobox 3 [Source:ZFIN;Acc:ZDB-GENE-990415-178],13,40409215,40411917,-1
Hivep1,ENSMUSG00000021366,human immunodeficiency virus type I enhancer binding protein 1 [Source:MGI Symbol;Acc:MGI:96100],13,42205497,42346013,1,ortholog_one2one,1,hivep1,ENSDARG00000103658,HIVEP zinc finger 1 [Source:ZFIN;Acc:ZDB-GENE-070912-512],19,3383025,3488860,-1
Pla2g12b,ENSMUSG00000009646,"phospholipase A2, group XIIB [Source:MGI Symbol;Acc:MGI:1917086]",10,59239482,59257798,1,ortholog_one2one,1,pla2g12b,ENSDARG00000015662,"phospholipase A2, group XIIB [Source:ZFIN;Acc:ZDB-GENE-040426-2771]",13,4671698,4683595,1
Pdzd8,ENSMUSG00000074746,PDZ domain containing 8 [Source:MGI Symbol;Acc:MGI:2677270],19,59285610,59334212,-1,ortholog_one2one,1,pdzd8,ENSDARG00000088699,PDZ domain containing 8 [Source:ZFIN;Acc:ZDB-GENE-110310-2],17,23820450,23895026,-1
Bbs5,ENSMUSG00000063145,Bardet-Biedl syndrome 5 (human) [Source:MGI Symbol;Acc:MGI:1919819],2,69477515,69497915,1,ortholog_one2one,1,bbs5,ENSDARG00000039827,Bardet-Biedl syndrome 5 [Source:NCBI gene;Acc:393269],9,48284606,48296469,-1
Txndc5,ENSMUSG00000038991,thioredoxin domain containing 5 [Source:MGI Symbol;Acc:MGI:2145316],13,38684055,38712800,-1,ortholog_one2one,1,txndc5,ENSDARG00000009342,thioredoxin domain containing 5 [Source:ZFIN;Acc:ZDB-GENE-040426-1951],24,7941373,7957581,-1
Casc3,ENSMUSG00000078676,cancer susceptibility candidate 3 [Source:MGI Symbol;Acc:MGI:2179723],11,98695731,98724640,1,ortholog_one2one,1,casc3,ENSDARG00000029911,casc3 exon junction complex subunit [Source:NCBI gene;Acc:403025],3,23428953,23461954,-1
Nrbf2,ENSMUSG00000075000,nuclear receptor binding factor 2 [Source:MGI Symbol;Acc:MGI:1354950],10,67102468,67121084,-1,ortholog_one2one,1,nrbf2b,ENSDARG00000023591,nuclear receptor binding factor 2b [Source:ZFIN;Acc:ZDB-GENE-040718-357],12,8569685,8579727,1
Treh,ENSMUSG00000032098,trehalase (brush-border membrane glycoprotein) [Source:MGI Symbol;Acc:MGI:1926230],9,44584530,44597602,1,ortholog_one2one,1,treh,ENSDARG00000077911,trehalase (brush-border membrane glycoprotein) [Source:ZFIN;Acc:ZDB-GENE-070912-84],18,43846936,43866526,-1
Lamtor5,ENSMUSG00000087260,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 5 [Source:MGI Symbol;Acc:MGI:1915826]",3,107186174,107191398,1,ortholog_one2one,1,lamtor5,ENSDARG00000090194,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 5 [Source:ZFIN;Acc:ZDB-GENE-110411-193]",8,24730120,24744290,1
Hectd2,ENSMUSG00000041180,HECT domain E3 ubiquitin protein ligase 2 [Source:MGI Symbol;Acc:MGI:2442663],19,36532039,36598535,1,ortholog_one2one,1,hectd2,ENSDARG00000061194,HECT domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-100405-3],12,16332416,16380961,-1
Sntb1,ENSMUSG00000060429,"syntrophin, basic 1 [Source:MGI Symbol;Acc:MGI:101781]",15,55499784,55770345,-1,ortholog_one2one,1,sntb1,ENSDARG00000041729,"syntrophin, basic 1 [Source:ZFIN;Acc:ZDB-GENE-040704-13]",16,15164983,15263099,-1
Emx1,ENSMUSG00000033726,empty spiracles homeobox 1 [Source:MGI Symbol;Acc:MGI:95387],6,85164420,85181444,1,ortholog_one2one,1,emx1,ENSDARG00000039569,empty spiracles homeobox 1 [Source:NCBI gene;Acc:378964],13,15004398,15010683,1
Bet1,ENSMUSG00000032757,Bet1 golgi vesicular membrane trafficking protein [Source:MGI Symbol;Acc:MGI:1343104],6,4076899,4086972,-1,ortholog_one2one,1,bet1,ENSDARG00000034885,Bet1 golgi vesicular membrane trafficking protein [Source:ZFIN;Acc:ZDB-GENE-040625-3],19,40899910,40906161,-1
Mrpl13,ENSMUSG00000022370,mitochondrial ribosomal protein L13 [Source:MGI Symbol;Acc:MGI:2137218],15,55397490,55421144,-1,ortholog_one2one,1,mrpl13,ENSDARG00000056903,mitochondrial ribosomal protein L13 [Source:ZFIN;Acc:ZDB-GENE-050522-167],16,15052513,15097513,-1
Dera,ENSMUSG00000030225,deoxyribose-phosphate aldolase (putative) [Source:MGI Symbol;Acc:MGI:1913762],6,137731544,137834338,1,ortholog_one2one,1,dera,ENSDARG00000005897,deoxyribose-phosphate aldolase (putative) [Source:ZFIN;Acc:ZDB-GENE-041010-200],4,12755136,12766418,-1
Tdrd1,ENSMUSG00000025081,tudor domain containing 1 [Source:MGI Symbol;Acc:MGI:1933218],19,56814641,56858444,1,ortholog_one2one,1,tdrd1,ENSDARG00000007465,tudor domain containing 1 [Source:NCBI gene;Acc:553522],12,30344076,30359540,-1
Col1a2,ENSMUSG00000029661,"collagen, type I, alpha 2 [Source:MGI Symbol;Acc:MGI:88468]",6,4504814,4541544,1,ortholog_one2one,1,col1a2,ENSDARG00000020007,"collagen, type I, alpha 2 [Source:ZFIN;Acc:ZDB-GENE-030131-8415]",19,40983221,41002980,1
Rab15,ENSMUSG00000021062,"RAB15, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1916865]",12,76844734,76869682,-1,ortholog_one2one,1,rab15,ENSDARG00000026484,"RAB15, member RAS oncogene family [Source:ZFIN;Acc:ZDB-GENE-040718-2]",20,28782903,28800999,-1
Gys2,ENSMUSG00000030244,glycogen synthase 2 [Source:MGI Symbol;Acc:MGI:2385254],6,142368339,142418835,-1,ortholog_one2one,1,gys2,ENSDARG00000004904,glycogen synthase 2 [Source:ZFIN;Acc:ZDB-GENE-030826-31],4,16783972,16824556,-1
Rnft2,ENSMUSG00000032850,"ring finger protein, transmembrane 2 [Source:MGI Symbol;Acc:MGI:2442859]",5,118328801,118383181,-1,ortholog_one2one,1,rnft2,ENSDARG00000053019,"ring finger protein, transmembrane 2 [Source:NCBI gene;Acc:553554]",5,11916928,11944398,-1
Ddx28,ENSMUSG00000045538,DEAD box helicase 28 [Source:MGI Symbol;Acc:MGI:1919236],8,106736253,106738514,-1,ortholog_one2one,1,ddx28,ENSDARG00000060411,DEAD (Asp-Glu-Ala-Asp) box polypeptide 28 [Source:ZFIN;Acc:ZDB-GENE-061013-64],7,34963748,34965654,1
Slc6a9,ENSMUSG00000028542,"solute carrier family 6 (neurotransmitter transporter, glycine), member 9 [Source:MGI Symbol;Acc:MGI:95760]",4,117691703,117732395,1,ortholog_one2one,1,slc6a9,ENSDARG00000018534,solute carrier family 6 member 9 [Source:ZFIN;Acc:ZDB-GENE-050105-3],2,33335911,33422798,1
Eapp,ENSMUSG00000054302,E2F-associated phosphoprotein [Source:MGI Symbol;Acc:MGI:1913516],12,54717125,54742682,-1,ortholog_one2one,1,eapp,ENSDARG00000017272,e2f-associated phosphoprotein [Source:ZFIN;Acc:ZDB-GENE-030131-5529],17,9951618,9962578,-1
Nedd9,ENSMUSG00000021365,"neural precursor cell expressed, developmentally down-regulated gene 9 [Source:MGI Symbol;Acc:MGI:97302]",13,41463057,41640838,-1,ortholog_one2one,1,nedd9,ENSDARG00000089878,"neural precursor cell expressed, developmentally down-regulated 9 [Source:ZFIN;Acc:ZDB-GENE-061013-318]",19,3653976,3707794,1
Trmt13,ENSMUSG00000033439,tRNA methyltransferase 13 [Source:MGI Symbol;Acc:MGI:1925219],3,116374742,116408236,-1,ortholog_one2one,1,trmt13,ENSDARG00000102846,tRNA methyltransferase 13 homolog [Source:ZFIN;Acc:ZDB-GENE-050327-19],22,16311740,16317886,-1
Plppr4,ENSMUSG00000044667,phospholipid phosphatase related 4 [Source:MGI Symbol;Acc:MGI:106530],3,117112788,117154525,-1,ortholog_one2one,1,plppr4b,ENSDARG00000078755,phospholipid phosphatase related 4b [Source:ZFIN;Acc:ZDB-GENE-091118-37],24,30053651,30096666,-1
Car7,ENSMUSG00000031883,carbonic anhydrase 7 [Source:MGI Symbol;Acc:MGI:103100],8,105261321,105276975,1,ortholog_one2one,1,ca7,ENSDARG00000045139,carbonic anhydrase VII [Source:ZFIN;Acc:ZDB-GENE-040426-1786],7,44802353,44813763,1
Slc9a2,ENSMUSG00000026062,"solute carrier family 9 (sodium/hydrogen exchanger), member 2 [Source:MGI Symbol;Acc:MGI:105075]",1,40719734,40808433,1,ortholog_one2one,1,slc9a2,ENSDARG00000058780,solute carrier family 9 member 2 [Source:ZFIN;Acc:ZDB-GENE-070912-541],9,6963039,6991650,-1
Slc43a2,ENSMUSG00000038178,"solute carrier family 43, member 2 [Source:MGI Symbol;Acc:MGI:2442746]",11,75422520,75468401,1,ortholog_one2one,1,slc43a2b,ENSDARG00000061120,solute carrier family 43 member 2b [Source:ZFIN;Acc:ZDB-GENE-041212-6],10,24371921,24391716,-1
Ttc21b,ENSMUSG00000034848,tetratricopeptide repeat domain 21B [Source:MGI Symbol;Acc:MGI:1920918],2,66014671,66086961,-1,ortholog_one2one,1,ttc21b,ENSDARG00000012368,tetratricopeptide repeat domain 21B [Source:ZFIN;Acc:ZDB-GENE-031010-34],9,49808483,49860756,-1
Ccdc32,ENSMUSG00000039983,coiled-coil domain containing 32 [Source:MGI Symbol;Acc:MGI:2685477],2,118848260,118859874,-1,ortholog_one2one,1,ccdc32,ENSDARG00000073962,coiled-coil domain containing 32 [Source:ZFIN;Acc:ZDB-GENE-131127-581],17,31221761,31228971,1
Hyi,ENSMUSG00000006395,hydroxypyruvate isomerase (putative) [Source:MGI Symbol;Acc:MGI:1915430],4,118217187,118219941,1,ortholog_one2one,1,hyi,ENSDARG00000030166,hydroxypyruvate isomerase [Source:NCBI gene;Acc:393305],6,2619893,2627495,-1
Nphp1,ENSMUSG00000027378,nephronophthisis 1 (juvenile) homolog (human) [Source:MGI Symbol;Acc:MGI:1858233],2,127582652,127630817,-1,ortholog_one2one,1,nphp1,ENSDARG00000009046,nephronophthisis 1 [Source:ZFIN;Acc:ZDB-GENE-060929-1234],17,22072337,22091141,1
Tmc1,ENSMUSG00000024749,transmembrane channel-like gene family 1 [Source:MGI Symbol;Acc:MGI:2151016],19,20760822,20931566,-1,ortholog_one2one,1,TMC1,ENSDARG00000056386,transmembrane channel-like 1 [Source:NCBI gene;Acc:567237],5,25652727,25668787,-1
Nfe2,ENSMUSG00000058794,"nuclear factor, erythroid derived 2 [Source:MGI Symbol;Acc:MGI:97308]",15,103156639,103166830,-1,ortholog_one2one,1,nfe2,ENSDARG00000020606,"nuclear factor, erythroid 2 [Source:ZFIN;Acc:ZDB-GENE-030124-1]",23,36311581,36316352,-1
Popdc3,ENSMUSG00000019848,popeye domain containing 3 [Source:MGI Symbol;Acc:MGI:1930153],10,45054194,45194548,1,ortholog_one2one,1,popdc3,ENSDARG00000058551,popeye domain containing 3 [Source:ZFIN;Acc:ZDB-GENE-040624-10],16,7653905,7658707,1
Jade2,ENSMUSG00000020387,jade family PHD finger 2 [Source:MGI Symbol;Acc:MGI:1924151],11,51704282,51748480,-1,ortholog_one2one,1,jade2,ENSDARG00000053389,jade family PHD finger 2 [Source:ZFIN;Acc:ZDB-GENE-120215-66],21,45386033,45410625,1
2610507B11Rik,ENSMUSG00000010277,RIKEN cDNA 2610507B11 gene [Source:MGI Symbol;Acc:MGI:1919753],11,78152578,78181449,1,ortholog_one2one,1,si:ch211-259g3.4,ENSDARG00000030945,si:ch211-259g3.4 [Source:ZFIN;Acc:ZDB-GENE-030131-8118],15,16122984,16177603,-1
Nr2c1,ENSMUSG00000005897,"nuclear receptor subfamily 2, group C, member 1 [Source:MGI Symbol;Acc:MGI:1352465]",10,93983885,94033073,1,ortholog_one2one,1,nr2c1,ENSDARG00000045527,"nuclear receptor subfamily 2, group C, member 1 [Source:ZFIN;Acc:ZDB-GENE-041210-198]",4,25838345,25859305,-1
Cep152,ENSMUSG00000068394,centrosomal protein 152 [Source:MGI Symbol;Acc:MGI:2139083],2,125405008,125467033,-1,ortholog_one2one,1,cep152,ENSDARG00000075725,centrosomal protein 152 [Source:ZFIN;Acc:ZDB-GENE-111005-1],25,32315319,32363351,-1
Enpp2,ENSMUSG00000022425,ectonucleotide pyrophosphatase/phosphodiesterase 2 [Source:MGI Symbol;Acc:MGI:1321390],15,54702297,54816288,-1,ortholog_one2one,1,enpp2,ENSDARG00000011257,ectonucleotide pyrophosphatase/phosphodiesterase 2 [Source:ZFIN;Acc:ZDB-GENE-040426-1156],16,9609721,9662205,1
Rbx1,ENSMUSG00000022400,ring-box 1 [Source:MGI Symbol;Acc:MGI:1891829],15,81350497,81360570,1,ortholog_one2one,1,rbx1,ENSDARG00000038030,"ring-box 1, E3 ubiquitin protein ligase [Source:ZFIN;Acc:ZDB-GENE-041008-106]",3,25101960,25107802,-1
B3galnt2,ENSMUSG00000039242,"UDP-GalNAc:betaGlcNAc beta 1,3-galactosaminyltransferase, polypeptide 2 [Source:MGI Symbol;Acc:MGI:2145517]",13,14129054,14173688,1,ortholog_one2one,1,b3galnt2,ENSDARG00000046133,"beta-1,3-N-acetylgalactosaminyltransferase 2 [Source:NCBI gene;Acc:553716]",13,49774315,49819027,-1
Dnajc6,ENSMUSG00000028528,DnaJ heat shock protein family (Hsp40) member C6 [Source:MGI Symbol;Acc:MGI:1919935],4,101353828,101499996,1,ortholog_one2one,1,dnajc6,ENSDARG00000079891,"DnaJ (Hsp40) homolog, subfamily C, member 6 [Source:ZFIN;Acc:ZDB-GENE-080104-2]",6,31279542,31348999,-1
Galr1,ENSMUSG00000024553,galanin receptor 1 [Source:MGI Symbol;Acc:MGI:1096364],18,82410505,82424902,-1,ortholog_one2one,1,galr1a,ENSDARG00000005522,galanin receptor 1a [Source:ZFIN;Acc:ZDB-GENE-060503-290],19,21919856,21924241,1
Nus1,ENSMUSG00000023068,NUS1 dehydrodolichyl diphosphate synthase subunit [Source:MGI Symbol;Acc:MGI:1196365],10,52293643,52316279,1,ortholog_one2one,1,nus1,ENSDARG00000027813,NUS1 dehydrodolichyl diphosphate synthase subunit [Source:NCBI gene;Acc:436629],20,42221158,42241456,-1
Cdk15,ENSMUSG00000026023,cyclin-dependent kinase 15 [Source:MGI Symbol;Acc:MGI:3583944],1,59296065,59392152,1,ortholog_one2one,1,cdk15,ENSDARG00000006093,cyclin-dependent kinase 15 [Source:NCBI gene;Acc:791619],6,9747108,9792004,-1
Ndufa12,ENSMUSG00000020022,NADH:ubiquinone oxidoreductase subunit A12 [Source:MGI Symbol;Acc:MGI:1913664],10,94034582,94057305,1,ortholog_one2one,1,ndufa12,ENSDARG00000042469,NADH:ubiquinone oxidoreductase subunit A12 [Source:ZFIN;Acc:ZDB-GENE-050828-1],4,25829841,25836684,-1
Mir199a-2,ENSMUSG00000070126,microRNA 199a-2 [Source:MGI Symbol;Acc:MGI:3618742],1,162045383,162045492,1,ortholog_one2one,1,mir199-3a,ENSDARG00000082451,microRNA 199-3a [Source:NCBI gene;Acc:100033767],20,14875460,14875546,1
Lyn,ENSMUSG00000042228,"LYN proto-oncogene, Src family tyrosine kinase [Source:MGI Symbol;Acc:MGI:96892]",4,3678115,3813122,1,ortholog_one2one,1,lyn,ENSDARG00000067916,"LYN proto-oncogene, Src family tyrosine kinase [Source:ZFIN;Acc:ZDB-GENE-040912-7]",2,27577470,27609189,-1
Isoc1,ENSMUSG00000024601,isochorismatase domain containing 1 [Source:MGI Symbol;Acc:MGI:1913557],18,58792538,58813440,1,ortholog_one2one,1,isoc1,ENSDARG00000060069,isochorismatase domain containing 1 [Source:NCBI gene;Acc:559897],10,16547259,16563953,1
Ephx2,ENSMUSG00000022040,"epoxide hydrolase 2, cytoplasmic [Source:MGI Symbol;Acc:MGI:99500]",14,66321823,66361949,-1,ortholog_one2one,1,ephx2,ENSDARG00000040255,"epoxide hydrolase 2, cytoplasmic [Source:ZFIN;Acc:ZDB-GENE-041212-70]",17,6016243,6076266,-1
Edc4,ENSMUSG00000036270,enhancer of mRNA decapping 4 [Source:MGI Symbol;Acc:MGI:2446249],8,106607513,106621540,1,ortholog_one2one,1,edc4,ENSDARG00000062266,enhancer of mRNA decapping 4 [Source:NCBI gene;Acc:565659],18,21858744,21910991,-1
Zdhhc22,ENSMUSG00000048483,"zinc finger, DHHC-type containing 22 [Source:MGI Symbol;Acc:MGI:2685108]",12,87027537,87037204,-1,ortholog_one2one,1,zdhhc22,ENSDARG00000075170,zinc finger DHHC-type containing 22 [Source:ZFIN;Acc:ZDB-GENE-131127-476],17,44767725,44776224,-1
Trim9,ENSMUSG00000021071,tripartite motif-containing 9 [Source:MGI Symbol;Acc:MGI:2137354],12,70291307,70394388,-1,ortholog_one2one,1,trim9,ENSDARG00000039123,tripartite motif containing 9 [Source:ZFIN;Acc:ZDB-GENE-030131-8043],13,36868365,36911118,-1
Chl1,ENSMUSG00000030077,cell adhesion molecule L1-like [Source:MGI Symbol;Acc:MGI:1098266],6,103487547,103727172,1,ortholog_one2one,1,chl1a,ENSDARG00000077881,cell adhesion molecule L1-like a [Source:ZFIN;Acc:ZDB-GENE-090313-201],23,11285662,11452312,1
Ntn4,ENSMUSG00000020019,netrin 4 [Source:MGI Symbol;Acc:MGI:1888978],10,93476543,93583069,1,ortholog_one2one,1,ntn4,ENSDARG00000102066,netrin 4 [Source:ZFIN;Acc:ZDB-GENE-050310-1],7,19334314,19369002,-1
Zmynd11,ENSMUSG00000021156,"zinc finger, MYND domain containing 11 [Source:MGI Symbol;Acc:MGI:1913755]",13,9734869,9815366,-1,ortholog_one2one,1,zmynd11,ENSDARG00000057249,"zinc finger, MYND-type containing 11 [Source:ZFIN;Acc:ZDB-GENE-050522-301]",24,27223952,27256673,-1
Usp7,ENSMUSG00000022710,ubiquitin specific peptidase 7 [Source:MGI Symbol;Acc:MGI:2182061],16,8507459,8610172,-1,ortholog_one2one,1,usp7,ENSDARG00000073710,ubiquitin specific peptidase 7 (herpes virus-associated) [Source:ZFIN;Acc:ZDB-GENE-030131-3656],3,27606505,27642128,1
AI597479,ENSMUSG00000010290,expressed sequence AI597479 [Source:MGI Symbol;Acc:MGI:2138299],1,43137870,43155107,1,ortholog_one2one,1,C9H2orf49,ENSDARG00000042025,si:dkeyp-118h3.6 [Source:NCBI gene;Acc:553393],9,6607514,6618067,-1
Star,ENSMUSG00000031574,steroidogenic acute regulatory protein [Source:MGI Symbol;Acc:MGI:102760],8,26296583,26306010,1,ortholog_one2one,1,star,ENSDARG00000006137,steroidogenic acute regulatory protein [Source:NCBI gene;Acc:63999],8,44703854,44707937,1
Haus3,ENSMUSG00000079555,"HAUS augmin-like complex, subunit 3 [Source:MGI Symbol;Acc:MGI:2387633]",5,34311224,34326871,-1,ortholog_one2one,1,haus3,ENSDARG00000061385,"HAUS augmin-like complex, subunit 3 [Source:ZFIN;Acc:ZDB-GENE-060929-592]",7,24390939,24398429,1
Rbm17,ENSMUSG00000037197,RNA binding motif protein 17 [Source:MGI Symbol;Acc:MGI:1924188],2,11590248,11608964,-1,ortholog_one2one,1,rbm17,ENSDARG00000031346,RNA binding motif protein 17 [Source:ZFIN;Acc:ZDB-GENE-040426-817],4,25497104,25515591,-1
Pdzd11,ENSMUSG00000015668,PDZ domain containing 11 [Source:MGI Symbol;Acc:MGI:1919871],X,99666489,99670174,-1,ortholog_one2one,1,pdzd11,ENSDARG00000053194,PDZ domain containing 11 [Source:NCBI gene;Acc:405893],14,33264303,33268494,1
Tbc1d4,ENSMUSG00000033083,"TBC1 domain family, member 4 [Source:MGI Symbol;Acc:MGI:2429660]",14,101679796,101846627,-1,ortholog_one2one,1,tbc1d4,ENSDARG00000075156,"TBC1 domain family, member 4 [Source:ZFIN;Acc:ZDB-GENE-030131-9881]",9,30585552,30639362,1
Ube2e3,ENSMUSG00000027011,ubiquitin-conjugating enzyme E2E 3 [Source:MGI Symbol;Acc:MGI:107412],2,78698468,78751637,1,ortholog_one2one,1,ube2e3,ENSDARG00000012244,"ubiquitin-conjugating enzyme E2E 3 (UBC4/5 homolog, yeast) [Source:ZFIN;Acc:ZDB-GENE-030131-408]",9,43797902,43883267,1
Prdm14,ENSMUSG00000042414,PR domain containing 14 [Source:MGI Symbol;Acc:MGI:3588194],1,13183681,13197387,-1,ortholog_one2one,1,prdm14,ENSDARG00000045371,PR domain containing 14 [Source:ZFIN;Acc:ZDB-GENE-030131-2709],24,14451404,14456103,1
Mylk3,ENSMUSG00000031698,myosin light chain kinase 3 [Source:MGI Symbol;Acc:MGI:2443063],8,86050932,86112974,-1,ortholog_one2one,1,mylk3,ENSDARG00000076348,myosin light chain kinase 3 [Source:NCBI gene;Acc:561635],7,41821311,41858513,-1
Bcs1l,ENSMUSG00000026172,BCS1-like (yeast) [Source:MGI Symbol;Acc:MGI:1914071],1,74627448,74631602,1,ortholog_one2one,1,bcs1l,ENSDARG00000012295,BC1 (ubiquinol-cytochrome c reductase) synthesis-like [Source:NCBI gene;Acc:394157],9,38399912,38407176,1
Rpl39,ENSMUSG00000079641,ribosomal protein L39 [Source:MGI Symbol;Acc:MGI:1914498],X,36346173,36349055,-1,ortholog_one2one,1,rpl39,ENSDARG00000036316,ribosomal protein L39 [Source:ZFIN;Acc:ZDB-GENE-040625-51],14,33331773,33348221,-1
Mis18a,ENSMUSG00000022978,MIS18 kinetochore protein A [Source:MGI Symbol;Acc:MGI:1913828],16,90516200,90524292,-1,ortholog_one2one,1,mis18a,ENSDARG00000035333,MIS18 kinetochore protein A [Source:ZFIN;Acc:ZDB-GENE-091204-314],10,33588715,33594110,1
Rnaseh1,ENSMUSG00000020630,ribonuclease H1 [Source:MGI Symbol;Acc:MGI:1335073],12,28699601,28709588,1,ortholog_one2one,1,rnaseh1,ENSDARG00000042571,ribonuclease H1 [Source:ZFIN;Acc:ZDB-GENE-040718-407],20,30378803,30385570,1
Dcn,ENSMUSG00000019929,decorin [Source:MGI Symbol;Acc:MGI:94872],10,97315471,97354005,1,ortholog_one2one,1,dcn,ENSDARG00000012066,decorin [Source:ZFIN;Acc:ZDB-GENE-010102-1],4,16368762,16412084,-1
Arhgap1,ENSMUSG00000027247,Rho GTPase activating protein 1 [Source:MGI Symbol;Acc:MGI:2445003],2,91480205,91502671,1,ortholog_one2one,1,arhgap1,ENSDARG00000024324,Rho GTPase activating protein 1 [Source:ZFIN;Acc:ZDB-GENE-050417-305],7,38762043,38785745,1
Nmnat3,ENSMUSG00000032456,nicotinamide nucleotide adenylyltransferase 3 [Source:MGI Symbol;Acc:MGI:1921330],9,98169488,98302491,1,ortholog_one2one,1,nmnat3,ENSDARG00000077034,nicotinamide nucleotide adenylyltransferase 3 [Source:ZFIN;Acc:ZDB-GENE-070912-331],2,39062754,39090286,-1
Ktn1,ENSMUSG00000021843,kinectin 1 [Source:MGI Symbol;Acc:MGI:109153],14,47885905,47977351,1,ortholog_one2one,1,ktn1,ENSDARG00000032802,kinectin 1 [Source:ZFIN;Acc:ZDB-GENE-030408-4],17,43926523,44002032,1
Lrch1,ENSMUSG00000068015,leucine-rich repeats and calponin homology (CH) domain containing 1 [Source:MGI Symbol;Acc:MGI:2443390],14,74992115,75185316,-1,ortholog_one2one,1,lrch1,ENSDARG00000078778,leucine-rich repeats and calponin homology (CH) domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-030131-1783],9,25096500,25171412,1
Psmc3ip,ENSMUSG00000019303,"proteasome (prosome, macropain) 26S subunit, ATPase 3, interacting protein [Source:MGI Symbol;Acc:MGI:1098610]",11,100982649,100986262,-1,ortholog_one2one,1,psmc3ip,ENSDARG00000037892,PSMC3 interacting protein [Source:ZFIN;Acc:ZDB-GENE-040625-125],3,37112693,37135569,1
Sufu,ENSMUSG00000025231,SUFU negative regulator of hedgehog signaling [Source:MGI Symbol;Acc:MGI:1345643],19,46385335,46477243,1,ortholog_one2one,1,sufu,ENSDARG00000056801,suppressor of fused homolog (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-030131-6223],13,11828516,11872143,1
Lnx2,ENSMUSG00000016520,ligand of numb-protein X 2 [Source:MGI Symbol;Acc:MGI:2155959],5,146953465,147013396,-1,ortholog_one2one,1,lnx2a,ENSDARG00000029177,ligand of numb-protein X 2a [Source:ZFIN;Acc:ZDB-GENE-060228-2],24,21646317,21674996,-1
Cops2,ENSMUSG00000027206,COP9 signalosome subunit 2 [Source:MGI Symbol;Acc:MGI:1330276],2,125672224,125701059,-1,ortholog_one2one,1,cops2,ENSDARG00000004785,COP9 signalosome subunit 2 [Source:NCBI gene;Acc:415145],25,32366071,32381663,-1
Ccbe1,ENSMUSG00000046318,collagen and calcium binding EGF domains 1 [Source:MGI Symbol;Acc:MGI:2445053],18,66178373,66435812,-1,ortholog_one2one,1,ccbe1,ENSDARG00000086158,collagen and calcium binding EGF domains 1 [Source:NCBI gene;Acc:555629],21,10577527,10676769,1
Efna3,ENSMUSG00000028039,ephrin A3 [Source:MGI Symbol;Acc:MGI:106644],3,89221206,89230272,-1,ortholog_one2one,1,efna3b,ENSDARG00000098295,ephrin-A3b [Source:ZFIN;Acc:ZDB-GENE-011108-1],16,23087326,23189883,1
